Protein,ProteinName,Gene,nFragment,nPeptide,AgedMacro_Aging_Macro_10_1,AgedMacro_Aging_Macro_12_1,AgedMacro_Aging_Macro_14_1,AgedMacro_Aging_Macro_17_1,AgedMacro_Aging_Macro_25_1,AgedMacro_Aging_Macro_27_1,AgedMacro_Aging_Macro_31_1,AgedMacro_Aging_Macro_34_1,AgedMacro_Aging_Macro_38_1,AgedMacro_Aging_Macro_42_1,AgedMacro_Aging_Macro_45_1,AgedMacro_Aging_Macro_46_1,AgedMacro_Aging_Macro_53_1,AgedVehicle_Aging_Macro_11_1,AgedVehicle_Aging_Macro_16_1,AgedVehicle_Aging_Macro_18_1,AgedVehicle_Aging_Macro_23_1,AgedVehicle_Aging_Macro_26_1,AgedVehicle_Aging_Macro_29_1,AgedVehicle_Aging_Macro_33_1,AgedVehicle_Aging_Macro_37_1,AgedVehicle_Aging_Macro_54_1,Young_Aging_Macro_101_1,Young_Aging_Macro_102_1,Young_Aging_Macro_103_1,Young_Aging_Macro_104_1,Young_Aging_Macro_105_1,Young_Aging_Macro_106_1,Young_Aging_Macro_107_1,Young_Aging_Macro_108_1,Young_Aging_Macro_109_1,Young_Aging_Macro_110_1,Young_Aging_Macro_111_1,Young_Aging_Macro_112_1,Young_Aging_Macro_113_1,Young_Aging_Macro_114_1,Young_Aging_Macro_115_1,Young_Aging_Macro_116_1,Young_Aging_Macro_117_1,Young_Aging_Macro_118_1,Young_Aging_Macro_119_1,Young_Aging_Macro_120_1
Q8C5U4|SPEM2_MOUSE,Uncharacterized protein SPEM2,Spem2,6,1,53811.3,44362,54018.9,61836.5,28900.2,28385.3,34977.8,41999,27327.5,37998.4,45464.7,34788,41878.5,47776.4,63962.9,51717.6,46554.5,36394.4,33678.9,33129.2,34333.3,29889.3,65815.1,56246.1,53633.7,36448.2,69064.3,79853,74016.6,0,63983.3,55391.6,47735.9,55352.4,46736,64862,59704.6,34302.8,58847.6,44781.1,49893.8,40823.1
Q3UHA3|SPTCS_MOUSE,Spatacsin (Spastic paraplegia 11 protein homolog),Spg11,5,1,0,0,0,99898.1,28643.2,94272.4,91950.1,106560,88095.9,117250,84153,99841,124021,71766.1,112930,115678,90264.3,68484.1,85513.4,113545,99821.1,125106,0,0,123911,67981.9,103353,98136,0,0,101300,105353,98150.5,100823,92907.8,89627.1,108842,90278.7,104376,110593,93520.9,94379.9
O35906|SPIB_MOUSE,Transcription factor Spi-B,Spib,6,1,27825.2,43576.8,53442.2,43798.9,49061,28700.6,42829.3,47575.5,26648.3,33233.7,40481,51051.3,34165.2,25924.8,44830.7,31753.9,45950.6,53183.6,36957.7,49176.8,27398,38967,32920.9,41795.1,32094.1,18166.4,27791,30052.8,39396,0,39403.5,35079.6,24652.5,21452.6,26687.9,29117.3,45220,21711.8,45057.7,41042.8,41214.5,42741.5
Q9D7A6|SRP19_MOUSE,Signal recognition particle 19 kDa protein (SRP19),Srp19,3,1,0,0,2122.35,3771.25,4470.4,19495.4,4384.73,0,0,0,0,0,6173.49,0,0,0,0,16499.4,0,0,5750.06,14671.5,13929.7,0,6490.32,26051.9,5509,4025.3,0,0,0,0,0,0,0,20527.1,0,9559.72,13851.1,6456.62,5672.1,0
Q80WV7|SRRM3_MOUSE,Serine/arginine repetitive matrix protein 3,Srrm3,6,1,219910,216174,317803,261121,611325,208171,433165,4593.09,348910,23619.8,192387,118850,193803,144129,333117,270699,422856,139782,585690,196944,343952,17758.3,14351,8956.39,19555.6,2614.4,342075,315235,218649,0,14831.1,237547,236713,8519.98,34302.7,19689.4,45098.1,141055,6668.26,116252,77661,195193
Q8BKA3|SRRM4_MOUSE,Serine/arginine repetitive matrix protein 4 (Neural-specific serine/arginine repetitive splicing factor of 100 kDa) (Neural-specific SR-related protein of 100 kDa) (nSR100),Srrm4,4,1,9815.58,8222.8,10819.5,12738.7,7718.35,6595.52,8520.56,11434.9,6751.3,10003.9,7784.03,6088.9,8868.66,9688.34,13076.7,9023.62,9987.84,9286.59,8670.98,9188.14,5714.38,3448.74,12709.5,11207.5,12706.7,8309.86,19413.7,19628.9,16342.7,0,13109.2,12746.9,10930.1,13418.4,12136,13455.7,11339,10572.5,15271.9,9291.18,10489,8139.96
Q99M96|ST7_MOUSE,Suppressor of tumorigenicity 7 protein (mRay),St7,3,1,49193.8,41954.4,40239.5,47386.6,63159.2,59975.5,96489.5,45173.5,62248.5,47027.3,24862.1,29864.1,41553.3,40104.5,48504.7,43163,62361.6,60767.3,82532.6,56453,63378.9,35605.2,34396.1,37733.7,37199.1,25884.2,42435.7,40489.6,41208.9,0,37417.3,43157.8,36250.7,26156.8,32974.3,30628,39573.2,40316.8,36149.5,38234.3,37799.9,34309
P42227|STAT3_MOUSE,Signal transducer and activator of transcription 3 (Acute-phase response factor),Stat3,5,1,442062,778361,909873,757953,739107,710907,466585,624235,490593,480941,685050,637120,529290,794180,625776,665484,796703,690205,728316,657720,391277,523945,650776,645800,648971,323502,492808,515931,437553,0,593065,490744,557076,472665,607990,631632,746927,381805,514811,471199,508015,613832
Q99MW1|STK31_MOUSE,Serine/threonine-protein kinase 31 (EC 2.7.11.1),Stk31,6,1,137631,75295.2,74832.8,87527.4,164077,213223,181981,146493,242908,214687,56947.6,73839.9,161797,83384.9,123267,133109,155813,171142,193077,176776,219274,154071,84660.8,79061.9,116632,180688,141638,107115,80227.2,0,94134,108382,131950,134400,96879,108992,111667,194572,61161.9,95465.3,73954.7,61106.4
Q93092|TALDO_MOUSE,Transaldolase (EC 2.2.1.2),Taldo1,6,1,95064.3,107802,139818,109259,152321,119787,81604,102749,104763,57101.7,120391,110116,77724.9,71266.8,111636,90625.1,147690,146801,136690,61173.6,159562,74057.7,82943.5,84765.6,67398.6,46346.7,85517.6,88508.3,93391.1,0,87699.5,78326.7,69188.5,36316,76949.7,99070.6,105396,25477.4,103882,81413.8,91913.9,93082.6
Q8C3S2|TNG6_MOUSE,Transport and Golgi organization protein 6 homolog (Transmembrane and coiled-coil domain-containing protein 7),Tango6,6,1,93779.7,39106.7,33879.8,44650.1,39820.7,42906.6,55047.1,54623.3,87380.4,54942.2,15243.5,18263.7,55091.9,52827.3,52258.6,57649.5,49610.7,45381.8,47996.3,55166.7,49612.7,0,53678.6,39140.9,54225.6,46425.3,69890,60654.9,0,0,50830.8,46387.5,47489.6,48990.5,38737.2,46934.7,38698.6,62922,40143.7,28531.2,33471.3,25604.9
Q8BLY2|SYTC2_MOUSE,"Threonine--tRNA ligase 2, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase protein 3)",Tars3,6,1,15638.5,53989.9,17104.1,18779.6,9254.97,14305.6,19740.7,17472.1,17224.5,15699.3,13633.9,9559.83,15941.5,27306.2,19744.7,22939.1,15654.9,15095.8,12726.8,16244.7,17368.3,13846.9,21878.1,17592.1,21753.4,13507.7,17855.6,15926,18207.5,0,37198.3,26780.1,21894.2,22460.8,17885.5,17217.3,21609,21202.9,25994.1,18450.5,19941.2,18543.5
Q6NXY1|TBC31_MOUSE,TBC1 domain family member 31 (Protein 4-B-3) (WD repeat-containing protein 67),Tbc1d31,6,1,19737.7,5892.25,7113.18,11155.8,13388.4,24386.7,15285.2,21618.8,26967.4,25384.5,0,4801.66,29644.4,11838.4,15392.8,12369,16728.2,21548.2,16338.7,20756.1,7868.4,29196.4,11502.3,15031.5,20515.6,48400.4,24697.3,17650.1,12738.5,0,14429.5,18631.1,23302.3,26827.6,19278.2,15077.4,20176,45045.5,16402.9,22363.6,13958.4,9641.77
Q64336|TBR1_MOUSE,T-box brain protein 1 (T-brain-1) (TBR-1) (TES-56),Tbr1,6,1,362709,330798,369352,409877,400148,912176,547948,614369,297927,1.01E+06,224791,392512,596644,444131,476950,549562,540409,577708,589317,566014,749414,706119,476913,529297,620192,1.15E+06,601429,496888,371619,0,485277,511642,626188,895446,694961,561990,515538,698034,453431,561185,447544,363127
Q9EPQ8|TCF20_MOUSE,Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein),Tcf20,6,1,15628.4,20067.9,18767.4,24202.1,12601,17905.2,17893.9,22030.9,9815.75,24865.5,23634.7,21098.1,20094.8,26333.6,20616.7,20616.9,19313.9,17887.5,14951.9,15874,15868.8,23165.3,26373.8,22140.8,26492.5,24186.6,25365.8,34976.3,28382.2,0,29895,25126.7,24558.7,29786.2,25626.2,24608.8,24259.2,17281.6,24561.4,21113.6,25367.1,22090.3
O88968|TCO2_MOUSE,Transcobalamin-2 (TC-2) (Transcobalamin II) (TC II) (TCII),Tcn2,4,1,1575.96,0,0,525.98,192.26,4490.01,1553.64,2868.21,7115.12,0,0,0,5184.31,0,0,0,1122.14,1264.03,2204.87,2507.11,0,948.94,536.69,628.3,388.45,21416.2,4260.42,1108.17,553.39,0,0,1469.98,4163.3,5052.83,1669.87,0,0,13634.6,1035.21,994.38,514.92,490.34
P70371|TERF1_MOUSE,Telomeric repeat-binding factor 1 (TTAGGG repeat-binding factor 1),Terf1,6,1,4561.57,0,10312.3,0,18310.1,3884.25,13258.9,0,9677.35,0,9359.65,10302.9,9384.63,4908.4,10917.4,9628.83,17088.3,11653.3,0,0,14221.2,0,0,0,0,0,10641.8,11581.4,11705.6,0,0,0,12347.8,0,0,0,0,6465.73,0,0,0,9730.72
O70372|TERT_MOUSE,Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit),Tert,6,1,1.42E+06,932548,903647,1.08E+06,624418,770330,729071,857073,796507,927010,877031,754735,1.18E+06,1.17E+06,960380,1.00E+06,771186,662422,715033,702648,810712,1.06E+06,1.18E+06,1.11E+06,1.13E+06,791530,1.05E+06,1.37E+06,1.24E+06,1.11E+06,1.11E+06,960886,1.01E+06,1.06E+06,979991,1.17E+06,919784,768544,888515,827262,870508,835939
Q921I1|TRFE_MOUSE,Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin),Tf,554,70,9.33E+07,7.76E+07,7.88E+07,7.71E+07,1.11E+08,1.08E+08,1.32E+08,8.54E+07,7.60E+07,1.03E+08,8.07E+07,9.07E+07,8.57E+07,9.91E+07,9.26E+07,9.97E+07,1.04E+08,1.06E+08,1.09E+08,1.03E+08,1.82E+08,9.19E+07,7.30E+07,7.16E+07,7.43E+07,5.37E+07,7.10E+07,7.07E+07,7.00E+07,6.78E+07,6.79E+07,6.86E+07,6.88E+07,6.46E+07,6.81E+07,7.26E+07,8.02E+07,6.76E+07,7.70E+07,7.93E+07,7.57E+07,7.31E+07
Q62351|TFR1_MOUSE,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),Tfrc,4,1,6561.83,654.76,1311.67,1681.43,0,453.12,0,3053.33,6094.12,3479.35,0,0,3479.82,2081.61,1174.05,1801.09,0,933.73,0,0,408.62,0,2905.11,4252.56,5487.61,6812.05,4232.81,1996.68,2249.08,0,2480.88,2399.69,4555.53,3073.84,2399.7,745.13,814.01,7665.54,1439.45,0,0,0
O08710|THYG_MOUSE,Thyroglobulin (Tg),Tg,6,1,34097.3,43262.9,50873.1,39377,59721.9,30150.7,41819.7,33674.7,28851.4,34856.5,47271.4,40328.1,26363.1,59951.5,37937.1,36462,47852.2,46988.6,35978.6,34235.3,39682,35785.3,37943.5,34258.7,25810.3,15712.2,29177.2,31146.3,36548.9,0,38120.9,28580.6,28454.8,25219.6,29325.7,36252.5,43550.6,21199.3,41088.2,36360.9,44195.7,45456.1
Q3UR70|TGFA1_MOUSE,Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1),Tgfbrap1,5,1,66008.2,24036.8,20029.7,32241.8,45737.2,105417,65951.9,80757.1,163352,123343,13321.9,19644.8,77822.2,19707,37154.6,36054.6,46319.9,62834.4,86476.1,91851.7,19846.5,57136.6,40415.6,51345.2,46945.9,120581,67049,38191.8,29537.2,0,46142.1,50973.5,70023,79412.9,63135.1,28927.6,45860.5,126334,0,38775.8,33279.7,32238
Q9CUX1|P52K_MOUSE,52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (THAP domain-containing protein 0) (THAP domain-containing protein 12),Thap12,4,1,5098.84,2442.98,0,0,6026.54,1165.83,5476.87,0,7128.79,842.79,3824.21,0,16157.1,3237.69,13457,7936.18,4212.59,0,0,7132.95,0,0,5975.15,8216.34,11443,8857.85,0,10234.4,4858.99,0,0,0,0,0,0,0,0,14867.6,0,0,0,3319.51
P35441|TSP1_MOUSE,Thrombospondin-1 (Glycoprotein G),Thbs1,68,11,37062.4,204253,59880.2,122253,306193,625793,323119,841976,198293,583452,71361.5,198550,431255,813225,13377.2,9826.49,175830,922097,223733,664019,338116,620875,547043,572922,725263,401995,91496.3,94374.9,150836,11131.6,865927,26411.1,188281,627577,734778,639250,705597,112862,580697,223923,352655,36946.4
Q8BKT7|THOC5_MOUSE,THO complex subunit 5 homolog (Fms-interacting protein) (FMIP),Thoc5,6,1,268319,353095,448490,370927,424300,327654,296354,367271,206285,281138,389975,358187,287039,395860,345496,356643,383407,427298,385288,393711,203538,236215,336159,356514,307627,143128,260706,271029,323785,295780,358022,281801,229784,223537,258552,274344,381980,173940,312174,278788,277977,333405
Q6P4U0|THS7B_MOUSE,Thrombospondin type-1 domain-containing protein 7B,Thsd7b,3,1,8436.94,5300.23,4944.93,6068.1,0,0,5392.45,0,0,0,471.69,0,0,6051.1,5780.81,5118.59,0,0,0,0,2060.9,0,5941.88,5024.23,5214.36,0,0,7024.42,0,0,0,0,7381.29,0,0,5505.03,0,0,0,0,0,0
Q99JY1|TIRAP_MOUSE,Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein),Tirap,5,1,0,14149.9,10140.9,6487.78,18814.4,8048.47,18484.7,7288.73,9943.5,3853.34,11579.7,13667.5,3335.52,0,4302.23,10798.7,8332.97,16220.5,11669.3,16203.3,24028,2121.3,4227.66,4132.7,3579.72,873.01,0,0,1883.49,0,4212.12,4352.91,3181.69,0,4393.57,0,6278.68,5541.29,6732.7,7652.69,8627.87,14493.5
Q9EPQ1|TLR1_MOUSE,Toll-like receptor 1 (EC 3.2.2.6) (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281),Tlr1,6,1,1.55E+06,971442,856978,965141,1.17E+06,1.32E+06,1.17E+06,1.28E+06,1.37E+06,1.13E+06,515713,470748,1.29E+06,850740,1.05E+06,1.09E+06,1.15E+06,1.16E+06,1.26E+06,1.31E+06,901957,1.24E+06,1.16E+06,1.28E+06,1.09E+06,930523,999887,914414,889353,0,1.10E+06,1.10E+06,1.01E+06,942546,808752,830138,951587,1.17E+06,856101,802492,780018,707279
Q922Z1|TM159_MOUSE,Lipid droplet assembly factor 1 (Promethin) (Transmembrane protein 159),Tmem159,5,1,172544,323274,0,307480,0,231440,0,0,219064,0,435745,411080,0,334187,376148,313951,0,0,0,0,0,345855,312945,123124,260125,179291,279991,321110,230995,0,314677,318144,168849,195352,293774,225526,0,205073,0,0,364178,0
Q8C817|T200A_MOUSE,Transmembrane protein 200A,Tmem200a,6,1,57576.1,56139.2,61902.8,72224.6,72660.1,144319,78283.7,85192.7,63973.3,121135,40626.9,69670.3,101751,62241,80387.9,90522.4,92635.1,85665.2,102972,90588.1,58795.6,100839,70921.6,70044.2,104158,241319,106075,82096.7,61293.1,0,71072.4,83493.8,81026.5,112718,93513.8,81068,82339.5,131488,62806.3,80686.9,66217.9,55090.2
Q80W35|TM202_MOUSE,Transmembrane protein 202,Tmem202,6,1,27069.4,37870.3,34107.8,36982.3,17137.4,32511.1,18642.4,26437,20140.6,19559,29544,18468.3,19059.7,38943.8,30666.3,38598.8,29854.8,18078.2,32855.8,24684.5,27246.7,19510,32134.4,29725.9,41629.2,23038.4,34888,39228.9,27032.3,0,30990.3,28328.6,36730.5,35015.9,41366.8,44731.3,25499.8,19623.7,21637.4,18759.4,24482.8,29992.9
Q9D709|TMM79_MOUSE,Transmembrane protein 79 (Mattrin),Tmem79,5,1,1657.04,2606.5,2299.74,3510.35,1109.9,3571.03,0,2675.32,0,2752.23,787.15,0,3147,2088.66,694.45,2777.35,565.36,785.16,1363.39,2084.08,0,723.25,2577.14,2723.98,3270.29,4507.46,2313.11,2023.07,1836.14,0,2801.07,2486.59,3530.07,3316.05,3556.27,2565.41,631.87,3598.04,1920.05,1021.42,1950.33,2701.15
Q9WUU8|TNIP1_MOUSE,TNFAIP3-interacting protein 1 (A20-binding inhibitor of NF-kappa-B activation 1) (ABIN) (ABIN-1) (Nef-associated factor 1) (Naf1) (Virion-associated nuclear shuttling protein) (VAN) (mVAN),Tnip1,6,1,37312.8,69553.7,113486,91737.3,258940,67576.8,183424,0,122251,0,72036.2,80450.9,85378.6,7996.45,130924,87309.8,198903,65281.5,195075,81377.9,139753,8974.74,3426.53,0,0,0,106393,102541,90626.8,95504.2,0,89729.9,76917.3,0,3200.57,0,18698.5,38940.5,0,58787.2,41439.4,88127.8
Q8R4U6|TOP1M_MOUSE,"DNA topoisomerase I, mitochondrial (TOP1mt) (EC 5.6.2.1)",Top1mt,6,1,618249,933633,1.14E+06,856782,1.10E+06,649810,923198,1.05E+06,645796,800187,969714,1.19E+06,684123,562182,826733,654294,967582,1.21E+06,818680,1.03E+06,619936,832168,663968,786567,596083,404267,576153,582206,726538,0,831328,777427,551046,480718,602479,637862,1.02E+06,558661,997585,997915,984530,1.11E+06
P17751|TPIS_MOUSE,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase),Tpi1,8,2,1181.72,0,0,1323.9,14640.5,3345.77,2831.85,22231,7475.36,32385.1,0,3068.45,11753.1,1873.52,0,0,1356.82,10151.3,3249.61,1791.31,10657.1,13059.4,15231.8,64636.6,1550.95,9210.05,0,0,0,0,22817.2,0,0,9738.22,14543.8,10626.5,2568.5,5577.21,12149.7,0,2127.39,0
Q923J1|TRPM7_MOUSE,Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7) (Transient receptor potential-phospholipase C-interacting kinase) (TRP-PLIK),Trpm7,5,1,40563.9,0,0,0,21469.7,38464.2,25171.8,34667.2,52955.8,36400.2,12198.2,14323.3,39533.4,29943.8,24293.1,0,27688.9,27550.5,33668.1,32873.1,9350.96,17495.4,0,29895.2,0,30169.1,28994.3,26686.2,0,0,0,26861,30126.6,25865.3,24544.7,24526.2,25238.1,35896.4,0,18258.9,0,0
Q91WD2|TRPV6_MOUSE,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),Trpv6,6,1,0,14849.6,15349.7,19264.5,17334.1,16593.7,21154.5,25384.3,51044.4,19226.3,7881.15,8482.14,18315.3,0,15546.2,20183.5,14435.1,22905,18440.4,38751,15326.3,5028.35,17498.7,9341.51,18370.2,13499.6,0,0,13343.3,0,17367.2,15180.4,14274.4,0,13657.1,0,17712.8,33766.8,17702.2,19511.2,15883.2,13437.2
P07309|TTHY_MOUSE,Transthyretin (Prealbumin),Ttr,67,9,1.22E+07,1.18E+07,9.67E+06,1.20E+07,8.39E+06,9.47E+06,6.12E+06,1.10E+07,9.28E+06,7.07E+06,9.96E+06,1.02E+07,1.14E+07,1.05E+07,1.22E+07,1.13E+07,9.69E+06,9.51E+06,6.77E+06,7.35E+06,2.70E+06,1.07E+07,1.12E+07,1.05E+07,1.18E+07,9.28E+06,9.60E+06,9.71E+06,1.10E+07,8.37E+06,1.03E+07,1.04E+07,1.00E+07,1.05E+07,9.98E+06,9.87E+06,9.12E+06,9.97E+06,1.00E+07,1.00E+07,1.02E+07,8.15E+06
Q99KD5|UN45A_MOUSE,Protein unc-45 homolog A (Unc-45A) (Stromal membrane-associated protein 1) (SMAP-1),Unc45a,5,1,31006.7,22862.5,21688.2,27150.3,34749.8,56823.4,26295.4,62275.1,61554.2,36876.6,11944.1,24702.6,61740.5,17299.2,31000.5,27263.1,36056.8,45816.4,39753.9,51153.4,13958.4,63589.2,26586.1,29457.2,37480.2,63707.7,46856.5,23911.3,22037,0,27441.2,32739.4,45792.2,41028.2,38722.8,22627.8,36872.8,66763.7,26582,42971.8,25941,27875
Q8CGY6|UN45B_MOUSE,Protein unc-45 homolog B (Unc-45B),Unc45b,6,1,169267,109625,110967,143560,80076,186364,85018.7,122965,142059,95679.6,69843.6,59481.6,101720,121109,126087,140864,124238,84639.2,179585,113308,72396.7,83004.4,142625,138277,215931,149269,256883,237540,119479,0,137652,187349,254270,281500,282759,333191,132667,120100,84185.3,72228.8,89307.8,85913.6
Q8K1S2|UNC5D_MOUSE,Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D),Unc5d,5,1,31602.8,45379.3,31854.8,37030,31073.9,62328.1,42896.1,52705.8,0,42512.9,34428.3,31296.5,35735.6,28999.1,35730.8,42310.2,30704,34833.3,49279,32668,23833.4,60695.1,59792.9,57122.5,63649.5,58711.3,44843,20339.7,35959.4,0,45281.8,50466.5,76395.8,43180,66866.2,33537.8,38024.9,37842.8,40047.3,36973.8,38491.7,40784.2
Q0KK59|UNC79_MOUSE,Protein unc-79 homolog,Unc79,6,1,1992.04,74704.7,67753.4,55351.4,52075.9,29002.1,42619.2,38286.3,38978.5,25068.5,80299.9,67388.6,21940.5,14338.9,38822.3,54193.3,34433.8,55922.3,30856.1,51969.4,58310.8,19287.9,39976.1,31991.9,35103.2,11982.4,5162.79,1677.96,31358.1,0,48203.2,40455.8,30985.2,11079.2,41622.8,4596.43,48585.1,37123.7,66696.5,64911.3,78202.5,91995.6
Q9R0C8|VAV3_MOUSE,Guanine nucleotide exchange factor VAV3 (VAV-3),Vav3,6,1,2.97E+06,1.50E+06,1.64E+06,2.25E+06,2.60E+06,5.36E+06,1.85E+06,5.24E+06,7.52E+06,4.28E+06,777387,1.32E+06,6.90E+06,1.25E+06,2.25E+06,2.20E+06,2.66E+06,4.06E+06,3.39E+06,4.39E+06,993209,4.95E+06,2.60E+06,3.14E+06,3.78E+06,1.25E+07,4.97E+06,2.24E+06,1.85E+06,0,2.62E+06,3.06E+06,4.60E+06,4.69E+06,4.02E+06,2.26E+06,3.70E+06,1.15E+07,2.40E+06,3.89E+06,2.34E+06,1.94E+06
Q64727|VINC_MOUSE,Vinculin (Metavinculin),Vcl,4,1,7635.8,3407.03,0,4017.53,13730.6,8533.44,9815.86,7605.36,18447.5,7132.17,0,1607.6,38358.8,7953.05,0,5757.32,4294.54,4573.26,7178.51,5013.39,6327.21,2208.16,2684.65,5737.82,1218.34,3325.25,4420.46,0,0,0,4052.29,0,3433.31,2114.64,3904.51,3189.98,0,5370.23,1685.38,4886.98,2535.53,0
Q91YD6|VILL_MOUSE,Villin-like protein (EF-6),Vill,6,1,34026.7,52375.2,64863.3,43322.4,112305,103522,152185,43456.2,39812.6,78497.9,29269.7,32573.5,37432.1,58528.5,40378.5,75153.9,94532.5,90180.8,119611,94358.7,213642,34857.4,45090.8,41319.2,34001.4,31587,34591.6,37205.3,36911.3,35965.8,32271.3,32810.9,33027.9,31409.6,32076.1,39107.7,49362.2,28351,33792.6,35861.6,35682,38468.5
P97390|VPS45_MOUSE,Vacuolar protein sorting-associated protein 45 (mVps45),Vps45,5,1,221591,113233,95271.5,107222,88508.8,100588,104593,135180,113607,121122,115767,103163,170841,152122,113563,152300,115813,100465,118303,106194,119728,162573,157351,142219,170217,105343,158075,199538,173069,0,164460,140798,147140,151326,140272,166694,135086,120528,114749,122089,114326,108900
P62761|VISL1_MOUSE,Visinin-like protein 1 (VILIP) (Neural visinin-like protein 1) (NVL-1) (NVP-1),Vsnl1,6,1,36559.9,45711.7,48986.2,69552.8,39139,68202.5,5376.96,71300.6,52224.8,84441.8,32192.5,45108.1,124981,40204.6,52338.8,51521.8,50759.5,63627.7,46142,50239.7,12299.2,89563.8,61051,64145.7,78965.6,245422,99289.9,77643.5,63935.1,0,66218,66232.6,87620.3,78730.9,73553,60176.3,86365.2,150545,63115,88262.1,59132.2,55367
P29788|VTNC_MOUSE,Vitronectin (VN) (S-protein) (Serum-spreading factor),Vtn,65,10,1.24E+06,1.16E+06,1.36E+06,1.35E+06,2.10E+06,1.75E+06,1.84E+06,1.76E+06,1.72E+06,1.68E+06,961875,984117,1.65E+06,1.01E+06,1.36E+06,1.28E+06,1.73E+06,2.12E+06,1.84E+06,2.43E+06,1.74E+06,1.42E+06,1.21E+06,1.25E+06,1.06E+06,682007,1.14E+06,1.06E+06,1.19E+06,1.27E+06,1.22E+06,1.12E+06,1.12E+06,861666,1.00E+06,930278,1.46E+06,1.27E+06,1.16E+06,1.29E+06,1.12E+06,1.17E+06
Q99KC8|VMA5A_MOUSE,von Willebrand factor A domain-containing protein 5A (Loss of heterozygosity 11 chromosomal region 2 gene A protein homolog),Vwa5a,6,1,113095,214843,208396,191166,121906,140470,110391,128029,86542.9,87050.6,240301,221729,93535.9,223090,163379,204346,142009,107021,148715,112393,142310,102508,172892,161134,189616,92250.9,151884,197617,138215,0,154970,138648,170933,153946,194511,245042,146231,84099.8,120668,103179,150333,189193
Q8CIZ8|VWF_MOUSE,von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)],Vwf,3,1,1125.64,820.15,2206.69,1317.77,2631.53,0,1214.13,0,3113.46,0,2276.54,0,5884.96,0,3108.03,3707.33,662.61,0,0,0,2221.87,0,0,0,0,0,2551.35,2978.29,2121.23,0,0,2113.55,621.2,0,0,0,0,257.56,0,0,0,1379.25
Q6PGL7|WASC2_MOUSE,WASH complex subunit 2,Washc2,5,1,22553,22174.5,39931.3,11972.2,30818,24427.5,12514.5,10830.7,17476,20015.9,22100.2,25134.3,9384.74,31622.6,49211.5,13335.7,26232.7,32265.2,36593.4,12682.8,19751.3,22097.6,11991.4,11896,9655.09,19522.5,34885.7,9852.82,11380,0,10288.5,18156.7,17695.2,17308.6,18971.8,23915.3,26003.3,17757.6,23971.1,25311.2,26600.8,27244.5
Q8C6G8|WDR26_MOUSE,WD repeat-containing protein 26,Wdr26,5,1,0,4858.75,5225.8,6386.94,8014.49,6288.97,2361.74,8693.04,1800.66,8792.05,4534.93,4417.62,9670.51,0,5548.15,6045.96,4543.12,6615.25,4007.72,5677.27,0,6657.77,7580.21,6120.92,5138.06,4264.53,3828.98,5176.72,3509.68,0,7823.13,4303.32,4820.35,2839.72,3243.97,0,6192.91,6117.92,6538.57,8400.29,6514.51,5751.14
Q9DB94|WDR53_MOUSE,WD repeat-containing protein 53,Wdr53,6,1,411577,472243,556510,402997,657403,377506,736166,357650,328319,409968,517101,462616,263704,649004,449635,524945,516522,506642,495727,491984,1.19E+06,282030,364937,326011,263599,154468,260344,289981,345039,0,330620,291363,241134,215508,238590,338780,367301,241611,417318,329976,370222,405259
Q9D7H2|WDR5B_MOUSE,WD repeat-containing protein 5B,Wdr5b,5,1,58419.6,40871.4,56498.3,67706,32891,33088.5,38400.6,50040,21156.2,42340.3,50195.2,32965.9,50549.1,55659.7,58996.5,53417.9,47777.5,31096.2,22179.1,24382.8,37450.5,26741.1,61057.9,57844.6,66137.2,39740.2,52617.4,88986.3,82856.2,0,66351,65797.3,53575.7,38131.4,40783.4,50354.1,63773.9,37947.2,62506.7,52573.5,56717.5,33358.4
